vault,round_open_ts,block,otoken,strike_usd,expiry_ts,is_put,collateral_raw,premium_raw,otokens_sold_raw,bidding_token,perf_fee_raw,vault_fee_raw,fee_round
T-ETH-C,1644576636,14184293,0x754edee3ebb5ab35e544302ad8f6476eaa5dec61,3500.0,1645171200,0,22783405680723588232212,79316320800000000000,2278340568072,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3518473309142400000,7749298835541160356,23
T-ETH-C,1645181436,14229644,0x73b686cd3dd026f5fff3b590287024ba87e37bb4,3300.0,1645776000,0,22998703650657921181473,75895722047145000000,2299870365065,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7931632080000000000,16700857730904387502,24
T-ETH-C,1645786242,14274796,0x813931d2a3d4672a2021e9f2136971b6d4e31cec,3000.0,1646380800,0,10494692904166257800723,53522933811274875227,1049469290416,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7589572204714500000,16440065540109255184,25
T-ETH-C,1646390999,14320015,0x585fe1867abb13acaf8f83489b6ddf6e8fe5222d,3100.0,1646985600,0,24038607948308169804905,139423926100140000000,2403860794830,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5352293381127487522,9398167047942149955,26
T-ETH-C,1646995754,14365072,0xc4347dd1256bb0bb083d26b6de75121eba8763f6,3000.0,1647590400,0,25071604623481623846726,95272097569224000000,2507160462348,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,13942392610014000000,23216118515762051308,27
T-ETH-C,1647600563,14409948,0xb6f8f83ad72b70cb1ca4e457c87b973194253497,3200.0,1648195200,0,24509105713305853569058,80880048853890000000,2450910571330,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9527209756922400000,19180216992048663200,28
T-ETH-C,1648205377,14454990,0xd636a0bd2d2544f194c506016e40630f5b27dbe9,3500.0,1648800000,0,23954575631667493983714,86768263853149915547,2395457563166,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8088004885389000000,17519739824322991243,29
T-ETH-C,1648810173,14499895,0xcfffa3f4a3d72c527e86c8fc65dbefd8f4d99898,3700.0,1649404800,0,23973256655372560091067,76714421297184000000,2397325665537,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8676826385314991554,17898124249880889728,30
T-ETH-C,1649414967,14544674,0xb3e814d55535bac9cf93004882def595949eb604,3600.0,1650009600,0,25030714140429258532315,93200000000000000000,2503071414042,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7671442129718400000,16896049035885847043,31
T-ETH-C,1650019776,14589495,0x304acd8ce6c1f95a48981a09deae7108ab88aa5e,3400.0,1650614400,0,25710963813052335364734,48953675100073308626,2571096381305,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9320000000000000000,18956528507703046402,32
T-ETH-C,1650624550,14634219,0x1652935332fcafd994d96898f94b0c1826cd9a74,3300.0,1651219200,0,26335651039973429382017,110609734367874000000,2633565103997,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4895367510007330862,14775841461763068732,33
T-ETH-C,1651229339,14678735,0x11ef7989298cbad3b506dee45c4b7d4de30f7af5,3200.0,1651824000,0,26530818043572149379368,78148753227353031223,2653081804357,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11060973436787400000,21204701219393750325,34
T-ETH-C,1651834170,14723101,0xd0b94e5b6780ec6b2ef7fcdaa823830a5ee17729,3000.0,1652428800,0,26302695982648495395602,73699040688773772416,2630269598264,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7814875322735303122,18021010627315720266,35
T-ETH-C,1652438963,14766912,0x59f868a1217e1da3a60bb53585f74849fe631a97,2400.0,1653033600,0,13866405996280631805828,93209981107128801817,1386640599628,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7369904068875687537,17486834144026924018,36
T-ETH-C,1653043176,14810614,0xaf6108f07e39745ee4877fd8e11a7e26c0ecff3a,2300.0,1653638400,0,20703419694125244943698,91095067357547694120,2070341969412,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9320998110712880181,14675348414999729639,37
T-ETH-C,1653647972,14853688,0x557edcda605099fd1654f285d28efb7792f7271a,2100.0,1654243200,0,20428510918625628634661,57199830572136000000,2042851091862,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9109506735754769412,17085450817669109356,38
T-ETH-C,1654252741,14896668,0x30dca42fddc0621b6f54d16850abb2e693d3183b,2000.0,1654848000,0,20809205455627984980762,93891135016078923246,2080920545562,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5719983057213600000,13577482272175894603,39
T-ETH-C,1654857035,14937949,0x5156e653fd54982396b1844af6e89314f4aaa853,2050.0,1655452800,0,20602063979764858494485,61821338017546091072,2060206397976,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9389113501607892324,17406705229915329475,40
T-ETH-C,1655461755,14978689,0xc7f332698807138c7f51e37d22dbec9c669af00b,1350.0,1656057600,0,10536415883939872062019,66800876704116200000,1053641588393,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6182133801752676000,14107973654241287688,41
T-ETH-C,1656068360,15017944,0x0a181f9e195c3406ac9f482f997e2839890927b0,1350.0,1656662400,0,9752388580669977891032,65438527376228600000,975238858066,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6680087670411620000,10747057491124228137,42
T-ETH-C,1656670726,15056032,0x923038848fb176daf63129af16f938511978f386,1250.0,1657267200,0,10945222917164402851811,62606675086155200000,1094522291716,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6543852737622860000,10309578503185062961,43
T-ETH-C,1657274973,15101282,0x6d6aec27ad01e310b8ed022f150e137ac69f0409,1450.0,1657872000,0,11155995556301701605161,37194089184704200000,1115599555630,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6260667508615520000,10482830627019144046,44
T-ETH-C,1657883864,15146938,0xdfd2a3efa89250544f4e9bd9a1f69907eb6720d4,1400.0,1658476800,0,11347084805352562112267,,,,0,0,46
T-ETH-C,1658487849,15191972,0x603b0423f818607127278d7b28621814d2a20c08,2100.0,1659081600,0,10168290962695180523526,,,,5389188390971900000,9310008843615675261,47
T-ETH-C,1659094556,15237124,0x5c97dfec82d4b56a852cf8413ec3d2c73705514a,2100.0,1659686400,0,9654224911673239394185,,,,5020739203185100000,8742971257594224471,48
T-ETH-C,1659696379,15281840,0x882551b8ff030516f91f2bbe9125f19c442beb69,2000.0,1660291200,0,9617624444761810196572,,,,5530222177960800000,9240369930179426363,49
T-ETH-C,1660300735,15326524,0xd80cb34353d2a4e911df85ade31a89f5f163d116,2200.0,1660896000,0,9943920258742341527060,,,,6016071756541400000,9853237055814002709,50
T-ETH-C,1660905272,15370769,0x2aff0dba2d72b107a2dbd1a4a05f1f2109eefcf8,2100.0,1661500800,0,9756774712339906588798,,,,3366083402192200000,7121302860354742973,51
T-ETH-C,1661509751,15414840,0x59628009da87967b624fddea688fc3227c819b44,1950.0,1662105600,0,10224276138457864547878,,,,4600924262302500000,8540194923069885994,52
T-ETH-C,1662114117,15458583,0x79b1b7f66a4686fe9561b99fddb28342d5cb8ff4,1900.0,1662710400,0,9786670772786023499990,,,,4110401724567600000,7879943023032158660,53
T-ETH-C,1662718539,15502194,0xe07270ee4ea73094d286f7c759a26647892dfba2,2200.0,1663315200,0,6832064054128789419759,,,,2698664981106800000,5329522469109971711,54
T-ETH-C,1663324067,15545583,0xffa9a81cd715d9010e62d2cf8b47f750f191e454,1750.0,1663920000,0,6781792202326051144009,,,,3255260257113600000,5868970350479965100,55
T-ETH-C,1663928999,15595459,0x654a5d4ac5ac22f15560a2f07321d0472e72a1c5,1550.0,1664524800,0,10150536033470836691467,,,,4060219773722700000,7969132753684864909,56
T-ETH-C,1664533619,15645547,0x5c094963b817e53e13f4033429866209829c639d,1550.0,1665129600,0,9948007148939720527850,,,,4078682931061300000,7909984749358997927,57
T-ETH-C,1665138479,15695629,0x6de27a0cd16342a5a772373107a0144f7026b47a,1550.0,1665734400,0,9090747101275306464859,,,,3363568956457200000,6863317219711743783,58
T-ETH-C,1665743087,15745730,0x5001bc4da892f035a9a84d118c66d452823ed712,1500.0,1666339200,0,10288329248722249667828,,,,2745699308715300000,6702422279623714487,59
T-ETH-C,1666347995,15795876,0xc59b480adb3309343991244329ee43fa73e7eee2,1450.0,1666944000,0,9426667326644705447363,,,,0,0,60
T-ETH-C,1666952783,15845950,0x9dcdba3c6acace522301d5e8f0df9ca136507e57,1700.0,1667548800,0,9960815495523695211658,,,,3237269113521600000,7070256374396491984,61
T-ETH-C,1667557787,15896059,0x025d0c4417946f316597ce674fb90bd2106b1cf9,1850.0,1668153600,0,9918763529084641748933,,,,3570777776341200000,7388914790795839495,62
T-ETH-C,1668162755,15946203,0x2edec99902f9f477cc5a79f40852ac7e9d60b4df,1550.0,1668758400,0,6217494564455356118243,,,,2269392988846500000,4662879687737016028,63
T-ETH-C,1668767327,15996303,0xa649e5c1458c9ce6acd7652b5f0d345a67ab639c,1400.0,1669363200,0,5809444801756989166278,,,,2120454576647500000,4356858440383599915,64
T-ETH-C,1669372223,16046413,0x559949d765d3b1f5afe4904e9fc8cd543047bf4b,1350.0,1669968000,0,5718026997666538099348,,,,1686818099298000000,3886494494024644762,65
T-ETH-C,1669977911,16096611,0x045ee3018ce2abe40382134d9639578efe823189,1450.0,1670572800,0,5396840578143661896326,,,,1538103767660600000,3614015490624621954,66
T-ETH-C,1670582087,16146579,0xcfe56ff12f540fd2de8c50e7096a10c18502b06b,1450.0,1671177600,0,5783038359918457663682,,,,1648171124373900000,3872635042868872152,67
T-ETH-C,1671187475,16196742,0x2d937d53cc73d92e43a61e78ca52d03b05c3ce6e,1400.0,1671782400,0,5815543580340113667371,,,,1323036164527350000,3558720697715265101,68
T-ETH-C,1671791195,16246814,0x5efd32b23cda5c7db644f213dd89155ec589b8da,1350.0,1672387200,0,6094019051901172317752,,,,1386389334307250000,3729128916785132542,69
T-ETH-C,1672396835,16297050,0x173b29ceae95053dee6c9bab18d990eb840180aa,1300.0,1672992000,0,6064068323480073907662,,,,1432636141422150000,3764065206760205946,70
T-ETH-C,1673000927,16347149,0x7967306fd3f0ce8e1d62e25591cd5931cd7f4f56,1375.0,1673596800,0,6043688245526114567571,,,,0,0,71
T-ETH-C,1673605871,16397292,0x95561b74153f41b983f3bca52ba06adf79fbbdaf,1600.0,1674201600,0,5605779505189303499089,,,,1471517120109750000,3627314058186052207,72
T-ETH-C,1674210923,16447454,0x0cd99535d016ef4e1c7d07fc6e2906b177eb07db,1725.0,1674806400,0,5227534693775240259052,,,,1463709714255600000,3474397126380029933,73
T-ETH-C,1674815315,16497555,0x61c51f4358d143f0e02a77928f68ed3fda6d4eab,1800.0,1675411200,0,5131127403439480474990,,,,1302023578620362500,3275112847121765893,74
T-ETH-C,1675426907,16548221,0x9376749d971a6f981cb7277c4e09553d37b7ed78,1900.0,1676016000,0,5110696111632406277676,,,,1185042660885825000,3149846611093644422,75
T-ETH-C,1676025563,16597815,0x38f05ed0b82152478aba2a1c3f9e31a0c511c1a2,1750.0,1676620800,0,5114384854860002890792,,,,1457601607909400000,3424865839566800003,76
T-ETH-C,1676630099,16647875,0x3298f5a72ac4a3b71158758461843f058e1a0ec1,1900.0,1677225600,0,4887144497913604516263,,,,1026300344561100000,2904749965782440703,77
T-ETH-C,1677235799,16697708,0xe0492b1ca62c25cf7aedd26fcf03d848797dbfed,1850.0,1677830400,0,4918393279873837608352,,,,1097418221170425000,2988126404927955435,78
T-ETH-C,1677841151,16747542,0x657f712b4aaccbd782e83cc29dbf9270f70f6db5,1750.0,1678435200,0,4939021139411412006277,,,,1080410874240775000,2978965846422654105,79
T-ETH-C,1678444775,16797194,0x1fe0d982999fcaa71c937d5c7326656085c69d93,1550.0,1679040000,0,5057871802552086354000,,,,0,0,80
T-ETH-C,1679049407,16846981,0xb392ba17dc6b898c129a57bd6ee0209284c76708,2050.0,1679644800,0,4246473443089847988439,,,,1358880970647200000,2992870448329756494,81
T-ETH-C,1679654459,16896829,0x63ff831b8dec0572dd0d4af561703bb5d30f03ea,2050.0,1680249600,0,3876466952537007500759,,,,1453677441961400000,2946110831472881742,82
T-ETH-C,1680259463,16946672,0x3ac8dc5f746491a9042754b81f50925e5cb78a06,2050.0,1680854400,0,3862506256031178773267,,,,946314032727350000,2431446614394597953,83
T-ETH-C,1680863963,16996080,0x7ac5a8dacf93baf19df5ad9d3be9d83457378e36,2100.0,1681459200,0,3870956773028273873750,,,,0,0,84
T-ETH-C,1681468859,17044892,0x78065f619a8cb2c6e8bbd33a414f171b1b9b3cb3,2450.0,1682064000,0,3670777962856661890406,,,,1174656727740500000,2587125836518722696,85
T-ETH-C,1682073659,17094239,0x075f97a5cd6f88d1962cbcf3c0712f0a487c86c2,2150.0,1682668800,0,3673765073818263196887,,,,1102129522143000000,2515466181851864722,86
T-ETH-C,1682679035,17144141,0xa71b80f93aea2524d74a652205f1feefa17b1c45,2150.0,1683273600,0,3620113649158270467333,,,,744386366321500000,2135772325939308965,87
T-ETH-C,1683291887,17194614,0x4cb1054f76db147915c9970b81efab291e8682ca,2100.0,1683878400,0,3497312706524707603003,,,,826240126915350000,2170838515260763364,88
T-ETH-C,1683887579,17243560,0xcc349da4bf0826e797cda071ed9dc7740b838c5e,1950.0,1684483200,0,2888622956147525203422,,,,631886271655625000,1742270155699132082,89
T-ETH-C,1684493375,17293049,0x46920d3363d0692d665348a215d9e14ac5593619,1950.0,1685088000,0,2901406279711980252507,,,,787006453371337500,1902888487970215747,90
T-ETH-C,1685097923,17342768,0x26152a4930dcea4ee1c6279a605688ff5afbc78f,1950.0,1685692800,0,2917257037481326894636,,,,587097978792850000,1708292961096645599,91
T-ETH-C,1685702723,17392549,0x815ee9bc1bd125a711e5edd730ab87e689a883e9,2050.0,1686297600,0,2938446371566720755046,,,,411382492018400000,1540030880982917187,92
T-ETH-C,1686306059,17442046,0x78168963f369bbf2b6d91a25d159d3289831fa0d,2000.0,1686902400,0,2933381573062796880750,,,,462007597756950000,1588907510262872929,93
T-ETH-C,1686910679,17491755,0x1735d3c19dfa7834a40d1cd5ae837bcf93fa4379,1800.0,1687507200,0,2859067951031991453169,,,,0,0,94
T-ETH-C,1687515899,17541656,0x660d9156e3323363ed4b6865d76eb87aef70f023,2100.0,1688112000,0,2705106379915670660440,,,,798000850173900000,1838632265315281649,95
T-ETH-C,1688120903,17591499,0x7d9f93ff29fffb645acd15cbc9789a4031a1a4fe,2100.0,1688716800,0,2666797523673768774367,,,,443355088310137500,1467932479267170614,96
T-ETH-C,1688728379,17641553,0x31053b7f98b2298dc0c49463c2e0f086e668af8d,2050.0,1689321600,0,2646823707279562540328,,,,463194148772250000,1480186477413429850,97
T-ETH-C,1689332903,17691306,0x5b2fc91b65ab5fed09b40c622dc5afade1866baf,2200.0,1689926400,0,2594310434577716401991,,,,804236234716700000,1802394673505208277,98
T-ETH-C,1689935423,17740931,0x5678c9814bec373b0b26b83c50cfe0352903f7ad,2050.0,1690531200,0,2566842202323657414485,,,,561496731757500000,1548188403745091104,99
T-ETH-C,1690541099,17791044,0x177150cc051552aac5f51a1d3ae9fcd619034d84,2000.0,1691136000,0,2561735641217050392539,,,,403473363490575000,1387600248468791298,100
T-ETH-C,1691145323,17841060,0x72e182cb5acf83a7db9bf8e3ca30adf9c0b9952e,1950.0,1691740800,0,2557424946167052694690,,,,503499270414700000,1486356404568137354,101
T-ETH-C,1691749907,17891067,0xe7bc19a5ac763c1d33fe32f4bd4a5e392fe073f3,1950.0,1692345600,0,2553047510934271580216,,,,580818308736575000,1562292998735514214,102
T-ETH-C,1692354911,17941112,0x6bb29d5c5a8912aab4c36dd4b48fb1c2174f250b,1850.0,1692950400,0,2555729589262117063724,,,,402527410308450000,1384346985700806711,103
T-ETH-C,1692960959,17991249,0xe1903c68144257372f46131c8f992ea20085c4eb,1800.0,1693555200,0,2379383777071780491695,,,,395572552937887500,1309726252555588186,104
T-ETH-C,1693565939,18041259,0xd0bdac98796f21d6f9d8ca0f786d069a3f6568ef,1750.0,1694160000,0,2298377500613596464078,,,,361994456346075000,1244948596418187065,105
T-ETH-C,1694167127,18090955,0x942c1c3550c0326704553841e06ffadea873ddff,1750.0,1694764800,0,2298783901708268181498,,,,291654777958250000,1174495002363810007,106
T-ETH-C,1694776427,18141252,0x9d80f89041ee9a8316f4e854703aa4c39e6c57ea,1750.0,1695369600,0,2289971745676320090106,,,,400745055492250000,1280623715998705407,107
T-ETH-C,1695381959,18191072,0x48c991e62e23a91d37a5b184dc78a3540d77d140,1700.0,1695974400,0,2287060672390077747059,,,,260153151484362500,1138375986414134141,108
T-ETH-C,1695985691,18240972,0x2057d07bec9f3121e5d2a1732a8b7f8420042d88,1800.0,1696579200,0,2285627423623231611785,,,,359986319220150000,1238042337351077524,109
T-ETH-C,1696590707,18291078,0xb69b3e003876305e4e0ab87b08cbb848102c79d9,1750.0,1697184000,0,2287955830860281215027,,,,300294202800375000,1179014349729405581,110
T-ETH-C,1697195795,18341116,0x7ea2aceaf9987ed66b89c12942c548cca4c9b664,1650.0,1697788800,0,2289036076158722334202,,,,340494116327312500,1219782792931337078,111
T-ETH-C,1697801891,18391287,0x2f444f3b17c82b9ceb1ae045e545a82965cd94f2,1800.0,1698393600,0,2291073878968484823106,,,,420984825258900000,1301363851671815075,112
T-ETH-C,1698405155,18441168,0xf91a0f5073e6810952efdb22a7a15f3d0ff946bc,1950.0,1698998400,0,1234024025240899833172,,,,248347335079550000,722622151239380661,113
T-ETH-C,1699010123,18491172,0xfdf8d31c14cd15f9be5bb79142ded3b642c185e4,1950.0,1699603200,0,1155692290446181584218,,,,0,0,114
T-ETH-C,1699616231,18541292,0x4092aee80422f53f8e6e3e08b94ed465a9400c63,2400.0,1700208000,0,1028995741163182789131,,,,527924210568187000,924630723150792728,115
T-ETH-C,1700222183,18591439,0x9c7d715b7983c214047282a776050ae8d094d0ee,2200.0,1700812800,0,1020475320192086251597,,,,306507307779722000,699096461022318504,116
T-ETH-C,1700826647,18641378,0x7ab3226e6d6f1adcf39e8cf7137ecb0923aa0171,2400.0,1701417600,0,1015609319518454574298,,,,257684682434494000,648220168396938181,117
T-ETH-C,1701431219,18691358,0xab0fe1db214f4d09ae710eb4316d18487a3568d8,2350.0,1702022400,0,1015762568782369114888,,,,0,0,118
T-ETH-C,1702035707,18741311,0x7037d3b7de3f325fcbaf90c374bde9dd4bc267f5,2700.0,1702627200,0,876031287221479461953,,,,342931230264064000,680257137817535506,119
T-ETH-C,1702641083,18791336,0x928cb06d4b37f5e382a0e29f3b0412b578087e55,2500.0,1703232000,0,819982111009166093155,,,,274688943680000000,590254879091054754,120
T-ETH-C,1703245355,18841156,0xe53463e782ac9a269ad370172fef62eb7253a716,2600.0,1703836800,0,818146163042409383042,,,,321670412309264000,636712353639263955,121
T-ETH-C,1703850059,18891003,0x7b72e301f9ea0ca32256936e2c49d71a175a4d28,2700.0,1704441600,0,786512320132355530430,,,,,,
T-WBTC-C,1633087479,13333136,0x3f5f049ef271cdf18edab66e80e3209ecae5a228,52000.0,1633680000,0,2330075693,25630832,2330075693,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,639801,1409137,4
T-WBTC-C,1633691443,13377861,0x9773ea0d145c7258424f1a0d640156dfd9470cce,65000.0,1634284800,0,2498673540,7496020,2498673540,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,,
T-WBTC-C,1634296216,13422291,0xbe2f75f22ea068350b22b7894e1975a009c6f97a,70000.0,1634889600,0,10152635189,78175290,10152635189,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,749602,1710868,6
T-WBTC-C,1634901850,13467124,0x22962c16994dce22412f907b0bf5f0802f046b11,74000.0,1635494400,0,14164189286,53823919,14164189286,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,7817529,11741658,7
T-WBTC-C,1635506460,13511771,0xfd4a8b4e39fa9adfaa562a1e8c58ecca34f24daa,71000.0,1636099200,0,16904007019,35836494,16904007019,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,22870823,28391362,8
T-WBTC-C,1636369330,13575372,0x894c0c97a61ee66eaccceb70c073396321ce237e,73000.0,1636704000,0,19602907042,58024900,19602907042,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,21050638,27615080,9
T-WBTC-C,1636716651,13601055,0xc11cfd55e1698b4b5b9a8b2b29d782a537140364,74000.0,1637308800,0,20645746860,82582987,20645746860,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,24914096,32528547,10
T-WBTC-C,1637319941,13645229,0x16a784cb3b1d72cc38599aa7a943c5598d7c8974,66000.0,1637913600,0,21063368730,67390000,21063368730,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,25761999,33779694,11
T-WBTC-C,1637924892,13689360,0x64b222109d58f1ffe017092d0938662f5637c849,64000.0,1638518400,0,21422672556,60900000,21422672556,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,24253868,32425961,12
T-WBTC-C,1638529581,13733254,0x9a9c6a985c893cabf8233ea74659b9158534eb01,66000.0,1639123200,0,20397886763,52198400,20397886763,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,6090000,14330239,13
T-WBTC-C,1639135745,13777120,0x22878ef6be5bd3449baad9e0107c78a8f8399a12,56000.0,1639728000,0,22247674154,106788835,22247674154,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,5219840,13063674,14
T-WBTC-C,1639738797,13822246,0x66e83a95023cc1e6def7f73d178ba62f8a74ecba,54000.0,1640332800,0,44756336219,156647176,44756336219,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10678883,19253160,15
T-WBTC-C,1640343530,13867497,0xcad95d971cd88df2b88c6b9088b7cd2af4e89eb1,59000.0,1640937600,0,45839657927,161321600,45839657927,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,15664717,32891540,16
T-WBTC-C,1640948412,13912746,0xd3e31d70a7a0c5c72224530a3092c97d1422f987,55000.0,1641542400,0,66918406878,214138902,66918406878,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,16132160,33776295,17
T-WBTC-C,1641550746,13957734,0x23dcc36d97ccdd9fcb097d1b30d34b7d5aee9b59,48000.0,1642147200,0,73125732188,198902700,73125732188,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,21413890,47163249,18
